WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
athletic socks,eShave,,,False,business dress,15 or more,DKNY,,,friend / family,False,,,Secaucus,NJ,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,7,10452,57,0:23:40,1
casual socks,TendSkin,,,False,business casual,15 or more,American Essentials,,,other,False,every 6 months,,Holland,MI,NET,False,False,False,Married,True,True,True,True,True,True,False,False,False,$50;000-$74;999,$50;000-$74;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,ADMINISTRATIVE/MANAGERIAL,Female,CRAFTSMAN/BLUE COLLAR,,7000,26,26,2,,2,1998,199800,1,,1,,,,1997,Monday,11,10780,70,0:45:42,0
athletic socks,Conair,,,False,comfortable / athletic,11 to 15,Hanes,,,friend / family,False,every 6 months,,Aledo,TX,NET,True,False,False,Married,False,True,True,True,False,False,False,False,True,$50;000-$74;999,,True,SPECIALTY (MIDSIZE/SMALL),,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,Male,PROFESSIONAL/TECHNICAL,,13000,42,38,3,,0,,,,,,,,,1999,Saturday,18,10784,18,0:09:24,0
casual socks,Conair,,,False,very casual,6 to 10,Hanes,,,other,False,once a year,,Whitehouse,TX,COM,False,False,False,Inferred Married,False,True,True,True,True,False,False,False,True,$75;000-$99;999,$100;000-$124;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,,,,,,,26,,4,,4,1995,199512,,4,,,,12,1995,Thursday,12,10866,2,0:02:06,1
,,,,False,,,,,,friend / family,False,,,Cedar Rapids,IA,COM,False,False,False,Single,True,False,True,False,False,True,False,False,True,Under $15;000,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,True,,,,,MULTI FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,,,,,42,,2,,,,,,,1,,,,,Thursday,21,11104,18,0:11:41,1
casual socks,,,,False,,6 to 10,,,,friend / family,False,every 6 months,,Siloam Springs,AR,COM,False,False,False,Married,False,True,False,True,False,False,False,False,True,$75;000-$99;999,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,HOUSEWIFE,Male,PROFESSIONAL/TECHNICAL,,,30,30,2,,5,,,,,,,,,1994,Thursday,18,11136,34,0:12:11,1
casual socks,Medea,,,False,very casual,11 to 15,Hot Sox,,,friend / family,False,once a year,,Las Cruces,NM,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thursday,8,11156,19,0:08:32,0
casual socks,Nature Made,,,False,very casual,11 to 15,Hanes,,,friend / family,False,every 6 months,,Buffalo,MN,COM,False,False,False,Married,False,True,True,True,True,True,False,False,False,$100;000-$124;999,$150;000-$174;999,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,PROFESSIONAL/TECHNICAL,,24000,50,52,3,,11,1989,198900,3,3,3,,,,1986,Wednesday,15,11228,8,0:03:00,1
hosiery,,,,False,business casual,11 to 15,Hanes,,,other,False,every 6 months,,Briarwood,NY,COM,False,False,False,Single,True,True,True,True,True,False,False,False,False,$40;000-$49;999,$175;000-$199;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,2000,26,56,3,,11,1989,198900,1,,,,,,1900,Friday,7,11550,12,0:09:38,0
casual socks,eShave,,,False,comfortable / athletic,15 or more,DKNY,,,friend / family,False,every 6 months,,kent,WA,COM,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,False,$15;000-$19;999,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,3 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,,,1,,4,1996,199600,,,,,,,1987,Saturday,18,11574,2,0:01:15,0
trouser socks,Conair,,,False,business casual,15 or more,Hanes,,,other,False,every 6 months,,Bremerton,WA,COM,False,False,False,Married,True,True,True,True,True,True,False,False,True,$40;000-$49;999,,,,,,False,Renter,True,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,Male,CRAFTSMAN/BLUE COLLAR,,,42,40,2,,7,,,2,,3,,,,1991,Thursday,21,11672,3,0:01:36,0
hosiery,Tweezerman,,,False,business casual,11 to 15,Hanes,,,other,False,every 6 months,,Canton,OH,NET,False,False,False,Inferred Single,False,False,True,True,True,False,False,False,True,Under $15;000,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,5 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,26,,1,,1,,,1,,,,,,1986,Sunday,17,11962,25,0:18:16,0
trouser socks,TendSkin,,,False,very casual,11 to 15,Hanes,,,e-mail,False,every 6 months,,holtsville,NY,COM,False,False,False,Married,True,True,False,True,False,False,False,False,True,$75;000-$99;999,,,FULL SIZE (STANDARD/LUXURY),,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,SALES/SERVICE,Male,,,5000,48,54,2,,9,,,2,,,,,,1984,Sunday,9,11990,33,0:15:44,0
casual socks,,,,False,,11 to 15,,,,friend / family,False,every 6 months,,Escondido,CA,COM,False,False,False,Married,True,True,True,True,False,True,False,True,True,$75;000-$99;999,$200;000-$224;999,True,,single family dwelling,90-94%,False,Owner,True,True,True,False,False,False,False,False,False,True,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;750-1;999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,,40,,3,1996,4,1995,199510,,3,1,3,10,10,1995,Wednesday,15,12274,3,0:01:34,0
,,,,False,,,,,,,False,,,cushing,OK,COM,False,False,False,,False,False,False,True,False,False,False,False,False,Under $15;000,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,5 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,,,2,,9,1991,199100,1,,,,,,1964,Friday,15,12670,11,0:08:39,1
athletic socks,TendSkin,,,False,comfortable / athletic,11 to 15,Evan Picone,,,other,False,,,Cambridge,MA,EDU,False,False,False,Single,True,True,True,True,True,False,False,True,False,$30;000-$39;999,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,PROFESSIONAL/TECHNICAL,,,,,26,,1,,5,1995,199500,,,,,,,1989,Thursday,6,12782,15,0:22:10,1
casual socks,Tweezerman,,,False,business casual,15 or more,Hanes,,,other,False,every 6 months,,San Jose,CA,NET,False,False,False,Single,True,True,True,True,True,False,False,True,True,$50;000-$74;999,$200;000-$224;999,True,,single family dwelling,90-94%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,750-999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,,38,,2,1964,10,1989,198911,,3,,9,11,11,1964,Thursday,8,13250,3,0:03:14,1
casual socks,Conair,,,False,business casual,15 or more,Hanes,,,friend / family,False,every 6 months,,Blaine,MN,NET,True,True,False,Married,True,True,True,True,True,False,False,False,False,$40;000-$49;999,$125;000-$149;999,True,STATION WAGON,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,Female,ADMINISTRATIVE/MANAGERIAL,Male,ADMINISTRATIVE/MANAGERIAL,,38000,30,38,2,,6,1993,199310,1,3,,,,10,1962,Thursday,11,13258,2,0:00:06,1
,,,,False,,,,,,,False,,,Easton,PA,COM,False,False,False,Married,True,True,True,True,True,False,False,False,True,$75;000-$99;999,$100;000-$124;999,,,single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,44,,3,1968,10,1989,198907,1,3,,,7,7,1968,Saturday,17,13262,32,0:13:45,1
casual socks,Covermark,,,False,very casual,11 to 15,Donna Karan,,,friend / family,False,every 6 months,,Charleston,WV,COM,True,False,False,Single,False,True,True,True,True,False,False,False,True,$75;000-$99;999,$150;000-$174;999,True,IMPORT (STANDARD/ECONOMY),single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,RETIRED,,,,22000,72,,3,,15,1954,195400,1,4,,,,,1954,Wednesday,15,13808,5,0:02:01,0
casual socks,Nature Made,,,False,business casual,1 to 5,Hanes,spouse,,e-mail,False,,,Orem,UT,NET,False,False,False,Married,True,True,True,True,False,True,True,True,True,$30;000-$39;999,$150;000-$174;999,,PERSONAL LUXURY CAR,single family dwelling,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,10000,24,,3,1974,2,1997,199710,2,,1,3,12,10,1980,Friday,12,14198,4,0:05:33,1
casual socks,,,,False,business casual,15 or more,Hanes,,,friend / family,False,,,hillsboro,OR,COM,False,False,False,Single,True,True,True,True,True,False,False,False,False,$125;000 OR MORE,$125;000-$149;999,,FULL SIZE (STANDARD/LUXURY),single family dwelling,75-79%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,STUDENT,Male,PROFESSIONAL/TECHNICAL,,13000,26,26,2,1996,1,1998,199806,1,,,7,6,6,1996,Friday,15,14586,1,0:00:00,0
trouser socks,TendSkin,,,False,business casual,15 or more,Evan Picone,,,friend / family,False,every 6 months,,Cisco,GA,NET,False,False,False,Single,True,True,True,True,False,False,False,False,True,$30;000-$39;999,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,CLERICAL/WHITE COLLAR,Female,,,,22,,2,,4,1996,199600,,,,,,,1995,Sunday,13,14662,30,0:24:17,1
athletic socks,,,,False,very casual,15 or more,Hanes,,,other,False,every 6 months,,Conifer,CO,COM,True,True,False,Married,False,True,True,True,True,True,False,False,True,$100;000-$124;999,$150;000-$174;999,True,STATION WAGON,,,False,Owner,True,True,True,False,True,False,True,True,False,False,True,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,,,,,,23000,44,,2,,12,1987,198707,1,3,5,,,7,1987,Sunday,4,14952,17,0:06:42,1
trouser socks,Tweezerman,,,False,business casual,15 or more,Hanes,,,friend / family,False,every 6 months,,San Antonio,TX,COM,True,True,False,Married,False,True,True,True,True,True,False,False,True,$100;000-$124;999,$150;000-$174;999,,PERSONAL LUXURY CAR,,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,51000,36,,5,,3,1997,199700,1,,4,,,,1993,Wednesday,13,14964,20,0:11:31,1
hosiery,Nature Made,,,False,business dress,15 or more,Hanes,,,friend / family,False,,,Fairfield,OH,COM,True,True,False,Married,True,True,True,True,False,False,False,False,True,$50;000-$74;999,$50;000-$74;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $5;000-$9;999,False,,,,,,26000,30,,3,,4,1995,199504,1,4,,,,4,1975,Thursday,8,15302,19,0:07:16,0
athletic socks,,,,False,very casual,1 to 5,DKNY,,,friend / family,False,once a year,,Minnetonka,MN,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,20,15604,7,0:02:30,0
athletic socks,Bio Depiless,,,False,business casual,1 to 5,American Essentials,friend,,friend / family,False,once a year,,providence,RI,Other,False,False,False,Single,True,True,True,False,False,True,False,False,True,$30;000-$39;999,,,,,,False,Renter,True,True,True,False,False,False,False,False,False,False,True,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,,34,34,4,,2,,,,,2,,,,1963,Thursday,6,15624,4,0:00:55,0
,,,,False,,,,,,,False,,,Charleston,WV,COM,True,False,False,Married,False,True,True,True,False,False,False,False,False,$75;000-$99;999,$100;000-$124;999,True,SPECIALTY (MIDSIZE/SMALL),single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,RETIRED,Female,,,20000,72,72,4,,15,1972,197204,,4,,,,4,1963,Wednesday,15,15792,3,0:00:50,1
,,,,False,,,,,,other,False,,,Bronx,NY,COM,False,False,False,Married,False,True,True,True,True,True,False,True,True,$50;000-$74;999,$175;000-$199;999,,PERSONAL LUXURY CAR,,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,20-29 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,25000,34,,3,,3,,,1,,3,,,,1976,Thursday,10,16110,3,0:04:06,0
trouser socks,Cellasene,,,False,business dress,11 to 15,Hanes,,,friend / family,False,every 6 months,,Wildomar,CA,GOV,False,False,False,Married,True,True,True,True,False,False,False,False,False,$50;000-$74;999,$125;000-$149;999,,,mobile_home,80-84%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,EQUITY LESS THAN OR EQUAL $0,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,ADMINISTRATIVE/MANAGERIAL,,,,,42,,1,1990,0,1999,199906,,,,,6,6,1999,Wednesday,10,16166,3,0:01:22,1
trouser socks,Cellasene,,,False,business dress,6 to 10,Hanes,,,friend / family,False,each week,,Apopka,FL,COM,False,False,False,Inferred Married,False,True,True,False,False,False,False,False,True,$50;000-$74;999,$75;000-$99;999,True,IMPORT (STANDARD/ECONOMY),single family dwelling,70-74%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;500-1;749 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Male,,,19000,32,32,2,1991,8,1991,199112,2,3,,6,12,12,1991,Friday,18,17996,27,0:10:46,1
trouser socks,,,,False,business casual,11 to 15,Hanes,,,friend / family,False,every 6 months,,Everett,WA,NET,False,False,False,Married,True,True,True,True,False,False,True,False,True,$50;000-$74;999,$150;000-$174;999,,,single family dwelling,90-94%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,750-999 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,,Male,SELF EMPLOYED PROF/TECH,,,36,40,2,1984,8,1991,199110,,,,4,3,10,1985,Saturday,16,18688,4,0:01:08,1
casual socks,VeinGard,,,False,very casual,6 to 10,Danskin,friend,,other,False,,,Fayetteville,AR,NET,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,False,$20;000-$29;999,$100;000-$124;999,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,40-49 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,1,,3,,,,,,,,,1963,Sunday,10,19022,1,0:00:00,0
athletic socks,Conair,,,False,,15 or more,Berkshire,,,other,False,every 6 months,,Garnerville,NY,NET,False,False,False,Married,False,True,True,True,True,True,False,True,False,$125;000 OR MORE,$25;000-$49;999,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,True,False,True,True,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,HOUSEWIFE,Male,ADMINISTRATIVE/MANAGERIAL,,54000,50,52,3,,15,,,3,,9,,,,1972,Tuesday,20,19280,10,0:06:38,0
,,,,False,,,,,,,False,,,Federal Way,WA,COM,False,False,False,Single,False,True,True,False,False,False,False,True,False,$100;000-$124;999,$175;000-$199;999,True,,single family dwelling,90-94%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,2;000-2;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Male,,,,,,32,,2,1992,2,1997,199706,,,,5,6,6,1995,Friday,13,19420,29,0:04:58,1
,,,,False,,,,,,,False,,,Jordanville,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,13,19736,8,0:03:44,1
hosiery,,,,False,business casual,15 or more,Hanes,,,other,False,every 6 months,,Deale,MD,COM,True,True,False,Inferred Married,True,True,True,True,True,True,False,True,False,$125;000 OR MORE,$100;000-$124;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,100-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,True,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,Female,SALES/SERVICE,Male,,,15000,44,50,3,1955,9,1991,199102,1,3,2,2,2,2,1900,Saturday,13,19752,20,0:30:26,1
hosiery,Conair,,,False,business casual,1 to 5,DKNY,parent,,direct mail,False,every 6 months,,La Puente,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,1,19964,12,0:08:54,1
,,,,False,,,,,,,False,,,PITTSBURGH,PA,COM,False,False,False,Married,False,True,True,True,True,True,False,True,False,$20;000-$29;999,$50;000-$74;999,,,single family dwelling,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Male,CRAFTSMAN/BLUE COLLAR,Female,,,,42,46,6,1905,15,1979,197900,1,3,3,,,,1905,Thursday,17,20048,13,0:02:38,1
hosiery,Epilady,,,False,business casual,11 to 15,Danskin,friend,,other,False,every 6 months,,Derry,NH,COM,False,False,False,Married,False,True,True,True,False,False,False,False,True,$50;000-$74;999,,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,23000,,,3,,9,,,2,,,,,,1988,Thursday,14,20056,5,0:00:51,1
casual socks,,,,False,very casual,1 to 5,DKNY,,,other,False,every 6 months,,Cambridge,MA,EDU,False,False,False,Single,False,True,True,True,True,True,True,True,False,$125;000 OR MORE,$500;000-$774;999,True,,single family dwelling,85-89%,False,Owner,True,True,True,False,False,False,True,False,False,True,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,2;500-2;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,62,,6,1971,3,1997,199701,2,4,2,1,1,1,1971,Friday,16,20064,25,0:11:08,0
hosiery,Epilady,,,False,very casual,15 or more,Hanes,,,other,False,,,Bristol,CT,COM,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,False,$20;000-$29;999,,,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,1000,,,1,,7,,,2,,,,,,1988,Saturday,22,20266,26,0:24:04,1
athletic socks,Dr\. Schon,,,False,comfortable / athletic,11 to 15,Hanes,,,e-mail,False,once a year,,Philadelphia,PA,COM,False,False,False,Single,True,False,True,True,True,False,False,False,False,$75;000-$99;999,$75;000-$99;999,,,condo,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,LESS THAN 750 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,PROFESSIONAL/TECHNICAL,Female,PROFESSIONAL/TECHNICAL,,,48,48,5,,6,1994,199400,1,,,3,,,1968,Thursday,15,20294,11,0:05:09,1
trouser socks,eShave,,,False,business casual,15 or more,DKNY,,,e-mail,False,every 6 months,,Brooklyn,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thursday,6,20480,7,0:03:49,1
,,,,False,,,,,,,False,,,chicago,IL,EDU,False,False,False,Married,True,True,True,True,True,False,False,True,True,$75;000-$99;999,$175;000-$199;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,20,,3,,15,1983,198307,2,3,,,,7,1941,Sunday,10,20508,2,0:00:54,0
hosiery,Covermark,,,False,business casual,15 or more,Hanes,,,friend / family,False,,,calamus,IA,NET,True,False,False,Married,True,True,True,True,True,True,False,False,True,$20;000-$29;999,,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,,48,,3,,9,1991,199100,1,,3,,,,1976,Sunday,12,20524,8,0:08:37,1
casual socks,,,,False,business casual,1 to 5,American Essentials,spouse,,friend / family,False,,,Flint,MI,COM,False,False,False,Married,False,False,False,False,False,False,False,False,True,$30;000-$39;999,,True,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Male,,,,,12000,24,,1,,1,,,2,,,,,,1998,Wednesday,12,20620,28,0:05:32,1
casual socks,,,,False,very casual,6 to 10,Round the Clock,,,in the news,False,once a year,,Whippany,NJ,NET,False,False,False,Married,False,True,True,True,True,True,True,True,False,$125;000 OR MORE,$200;000-$224;999,True,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,True,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $150;000-$199;999,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,,,,,,,48,,3,,15,1975,197500,2,4,3,6,,,1975,Friday,19,20720,33,0:16:55,1
